namespace,key,en,fr,es,it,de
Verbals/VC_VerbalsNME_Boss_Mahkteah,DB84462D4CB0FD2B8416F79F5465ED26,The glorious blood of the Aeons... magnificent.,Le sang glorieux des éons... magnifique.,La gloriosa sangre de los Eones... magnífica.,Il glorioso sangue degli Eoni... Magnifico.,Das glorreiche Blut der Äonen ... prachtvoll.
Verbals/VC_VerbalsNME_Boss_Mahkteah,C1E03ACA4C642BA6F50BDF87B0611242,This was amusing... while it lasted.,C'était amusant... tant que ça a duré.,Esto fue divertido... mientras duró.,È stato divertente... finché è durato.,Das war unterhaltsam ... solange es währte.
Verbals/VC_VerbalsNME_Boss_Mahkteah,166288A34EFD3627F8C1D382B466544E_cue_1,War's been the only constant in these long ages past.,La guerre a été la seule constante au cours des siècles passés.,La guerra ha sido la única constante en estas largas edades pasadas.,La guerra è stata l'unica costante in questi lunghi secoli passati.,Der Krieg war in all den langen Zeitaltern die einzige Konstante.
Verbals/VC_VerbalsNME_Boss_Mahkteah,10643D4A498FDCE4EA0CD480C68EF1ED,Yes... Fight me! ,Oui... Viens te battre !,Sí... ¡Lucha conmigo!,Sì... Combattimi!,Ja ... Kämpfe gegen mich!
Verbals/VC_VerbalsNME_Boss_Mahkteah,6D562BE3428E0C91CA627F8C5BC70038,"You are not done, get up.","Tu peux encore te battre, relève-toi.","Aún no has terminado, levántate.","Non hai ancora finito, alzati.",Du bist noch nicht fertig. Steh auf.
Verbals/VC_VerbalsNME_Boss_Mahkteah,8D9AAE19414416AA147D19959335EC35,You dishonor me with this pathetic display.,Tu me déshonores par cette démonstration pathétique.,Me deshonras con este patético espectáculo.,Mi disonori con questa patetica esibizione.,Mit dieser erbärmlichen Vorstellung entehrst du mich.
Verbals/VC_VerbalsNME_Boss_Mahkteah,DF49830D40487E6659C5EBBD8BF8486C_cue_1,You honor me with this fight!,Tu me fais honneur en m’offrant ce combat !,¡Me honras con esta pelea!,Mi onori con questa lotta!,Du ehrst mich mit diesem Kampf!
Verbals/VC_VerbalsNPC_Angel_Male,401A22DD4C0F1EF1DBAF67BA9CCDEC97, Dragons? What curse has befallen this city?,Des dragons ? Quelle malédiction s'est abattue sur cette ville ?,¿Dragones? ¿Qué maldición ha caído sobre esta ciudad?,Draghi? Quale maledizione si è abbattuta su questa città?,Drachen? Welcher Fluch ist über diese Stadt gekommen?
Verbals/VC_VerbalsNPC_Angel_Male,CBE149804CE10E55327E90A31A5EC688_cue_1,"A blackened soul has returned to this realm,","Une âme noircie est revenue dans ce monde,","Un alma ennegrecida ha regresado a este reino,","Un'anima oscurata è tornata in questo regno,","Eine geschwärzte Seele ist in diese Welt zurückgekehrt,"
Verbals/VC_VerbalsNPC_Angel_Male,D68F14BD48A7DE5746B2549F18BDD44A,A demon of the Infernal Legion! Banish this fiend!,Un démon de la légion des Enfers ! Chasse ce monstre !,¡Un demonio de la Legión Infernal! ¡Elimina a ese demonio!,Un demone della Legione Infernale! Bandisci questo mostro!,Ein Dämon der Infernalischen Legion! Verbanne dieses Scheusal!
Verbals/VC_VerbalsNPC_Angel_Male,6865E8324BDE3E877898EF975D836F16_cue_0,A forest of flesh and bone has consumed the academy.,Une forêt de chair et d'os a envahi l'académie.,Un bosque de carne y huesos ha consumido la academia.,Una foresta di carne e ossa ha inghiottito l'accademia.,Ein Wald aus Fleisch und Knochen hat die Akademie verschlungen.
Verbals/VC_VerbalsNPC_Angel_Male,6865E8324BDE3E877898EF975D836F16,A forest of flesh and bone has consumed the academy. This is the realm's fate should we fail.,Ligne de remplacement,Línea de marcador de posición,Riga segnaposto,Platzhalterzeile
Verbals/VC_VerbalsNPC_Angel_Male,7DA43A1443F511E87F3A39BD855F8198_cue_1,A harrowing tragedy occured here.,Une tragédie déchirante s'est produite ici.,Una tragedia desgarradora ocurrió aquí.,Qui si è consumata una tragedia straziante.,Eine erschütternde Tragödie hat sich hier ereignet.
Verbals/VC_VerbalsNPC_Angel_Male,F52DD4714725FBEA2204AA8D624768E1_cue_0,A history of torment and suffering are etched into these foundations.,Ces fondations portent en elles un passé marqué par les tourments et la souffrance.,Una historia de tormento y sufrimiento está grabada en estos cimientos.,In queste fondamenta è incisa una storia di tormenti e sofferenze.,Die Geschichte von Qual und Leid ist in diese Mauern eingraviert.
Verbals/VC_VerbalsNPC_Angel_Male,F52DD4714725FBEA2204AA8D624768E1,"A history of torment and suffering are etched into these foundations. If you'd believe it, its only gotten worse.","Ces fondations sont imprégnées d'une histoire de tourments et de souffrances. Croyez-le ou non, la situation n'a fait qu'empirer.","Una historia de tormento y sufrimiento está grabada en estos cimientos. Aunque parezca increíble, la situación solo ha empeorado.","Una storia di tormenti e sofferenze è incisa in queste fondamenta. E, se ci credete, la situazione è solo peggiorata.","Eine Geschichte voller Qualen und Leid ist in diese Fundamente eingraviert. Und wenn man es glaubt, ist es nur noch schlimmer geworden."
Verbals/VC_VerbalsNPC_Angel_Male,5B10E1AB4C49E3E56FA4A3920C152BC6_cue_0,A member of the clergy remains in these halls.,Un membre du clergé se trouve toujours dans cet endroit.,Un miembro del clero permanece en estos pasillos.,Un membro del clero rimane in queste sale.,Ein Mitglied des Klerus hält sich noch in diesen Hallen auf.
Verbals/VC_VerbalsNPC_Angel_Male,5B10E1AB4C49E3E56FA4A3920C152BC6,A member of the clergy remains in these halls. His blood is tainted. Destroy him.,Un membre du clergé hante encore ces lieux. Son sang est souillé. Anéantissez-le.,Un miembro del clero permanece en estas salas. Su sangre está manchada. Destrúyanlo.,Un membro del clero si trova ancora in queste sale. Il suo sangue è contaminato. Eliminatelo.,Ein Geistlicher weilt noch immer in diesen Hallen. Sein Blut ist befleckt. Vernichtet ihn.
Verbals/VC_VerbalsNPC_Angel_Male,5CFC7DE54552F51A0BCB91B887DC71CC_cue_0,A vial of demon blood.,Une fiole de sang de démon.,Un frasco de sangre de demonio.,Una fiala di sangue demoniaco.,Eine Phiole mit Dämonenblut.
Verbals/VC_VerbalsNPC_Angel_Male,5CFC7DE54552F51A0BCB91B887DC71CC,A vial of demon blood. Better off not knowing why or how someone came in possession of it.,A vial of demon blood. Better off not knowing why or how someone came in possession of it.,A vial of demon blood. Better off not knowing why or how someone came in possession of it.,A vial of demon blood. Better off not knowing why or how someone came in possession of it.,A vial of demon blood. Better off not knowing why or how someone came in possession of it.
Verbals/VC_VerbalsNPC_Angel_Male,61057D5B461F09C7C27757A976564501_cue_0,A vile entity lies ahead.,Une créature maléfique nous attend.,Una entidad vil se encuentra adelante.,"Davanti a noi, c'è una vile entità.",Vor uns lauert ein abscheuliches Wesen.
Verbals/VC_VerbalsNPC_Angel_Male,61057D5B461F09C7C27757A976564501,A vile entity lies ahead. Another vessel for sure but there's something different about it.,Ligne de remplacement,Línea de marcador de posición,Riga segnaposto,Platzhalterzeile
Verbals/VC_VerbalsNPC_Angel_Male,1D0E26844C63271A16272299AF777C30,"According to that text, a cipher piece may dwell here.","D'après ce texte, un élément du code pourrait se trouver ici.","Según ese texto, aquí puede haber una pieza del código.","Secondo quel testo, qui potrebbe trovarsi un frammento cifrato.",Diesem Text zufolge könnte sich hier ein Teil des Codierschlüssels befinden.
Verbals/VC_VerbalsNPC_Angel_Male,A82317354C6FC162D14C519480047B91,And another one.,Et encore un autre.,Y otro más.,E un altro ancora.,Und noch einer.
Verbals/VC_VerbalsNPC_Angel_Male,304B3CDD4CF6FDCE4FEDA586E829DD6C,Angelic fury is ready!,La Fureur angélique est prête !,¡La furia angelical está lista!,La furia angelica è pronta!,Meine Engelswut ist bereit!
Verbals/VC_VerbalsNPC_Angel_Male,72B2254E47A0E447D551BDA40E508ED4_cue_0,Another cipher fragment.,Un autre fragment du code.,Otro fragmento del código.,Un altro frammento cifrato.,Ein weiterer Teil des Codierschlüssels.
Verbals/VC_VerbalsNPC_Angel_Male,72B2254E47A0E447D551BDA40E508ED4,Another cipher fragment. Still no telling what it will reveal yet.,Another cipher fragment. Still no telling what it will reveal yet.,Another cipher fragment. Still no telling what it will reveal yet.,Another cipher fragment. Still no telling what it will reveal yet.,Another cipher fragment. Still no telling what it will reveal yet.
Verbals/VC_VerbalsNPC_Angel_Male,4FDC7AE043903CBF752207B3659CD554_cue_1,Another failure of the Church.,Un nouvel échec de l'Église.,Otro fracaso de la Iglesia.,Un altro fallimento della Chiesa.,Ein weiteres Versagen der Kirche.
Verbals/VC_VerbalsNPC_Angel_Male,E3923A6B4D1ACBE03007F5A5703BB715_cue_0,Another one of our fallen.,Encore un de nos compagnons morts au combat.,Otro de nuestros caídos.,Un altro dei nostri caduti.,Noch einer unserer Gefallenen.
Verbals/VC_VerbalsNPC_Angel_Male,E3923A6B4D1ACBE03007F5A5703BB715,"Another one of our fallen. Their sword is blessed, retrieve it.","Un autre des nôtres tombés au combat. Son épée est bénie, récupérez-la.","Otro de los nuestros caídos. Su espada está bendita, recupérala.","Un altro dei nostri caduti. La sua spada è benedetta, recuperatela.","Ein weiterer Gefallener. Ihr Schwert ist gesegnet, nehmt es an euch."
Verbals/VC_VerbalsNPC_Angel_Male,61057D5B461F09C7C27757A976564501_cue_1,Another vessel for sure ,"C’est certainement un autre réceptacle,","Seguro que es otro recipiente,","Un altro involucro, sicuramente,","Ganz sicher ein weiteres Gefäß,"
Verbals/VC_VerbalsNPC_Angel_Male,44104238465FF6A7958E1F8E2270EBAF,Another vessel lies ahead. This one is... inteligent?,Un autre réceptacle se trouve devant nous. Celui-là est... intelligent ?,Otro recipiente se encuentra adelante. ¿Este es... inteligente?,Un altro involucro più avanti. Questo è... intelligente?,Weiter vorn befindet sich ein weiterer Wirt. Dieser hier ist ... intelligent?
Verbals/VC_VerbalsNPC_Angel_Male,EC9905184264F4C3097B8DA8466131D1_cue_2,Approach sights of interest.,Approche-toi des points d’intérêt.,Acércate a los puntos de interés.,Avvicinati ai luoghi di interesse.,Untersuche auffällige Orte.
Verbals/VC_VerbalsNPC_Angel_Male,3BB44BDA496670978A66A59F977DB35B,Back at this accursed place.,De retour dans cet endroit maudit.,De regreso a este lugar maldito.,Di nuovo in questo luogo maledetto.,Zurück an diesem verfluchten Ort.
Verbals/VC_VerbalsNPC_Angel_Male,E40C4BAC4049DC112CB058A87310083C,Bathed in blood and glory!,Baigné de sang et de gloire !,¡Bañados en sangre y gloria!,Immerso nel sangue e nella gloria!,Gebadet in Blut und Ruhm!
Verbals/VC_VerbalsNPC_Angel_Male,461ABF884752A354BF1749A4CF6A2C88_cue_1,Be vigiliant.,Reste sur tes gardes.,Manténte alerta.,Occhi aperti.,Bleib wachsam.
Verbals/VC_VerbalsNPC_Angel_Male,13155FB54D51B40F27AF078EA7E1AA74_cue_0,Be wary.,Méfie-toi.,Ten cuidado.,Attenzione.,Sei auf der Hut.
Verbals/VC_VerbalsNPC_Angel_Male,13155FB54D51B40F27AF078EA7E1AA74,Be wary. This rift lead to Infernus. Do not take on this challenge unless you're prepared.,Soyez prudent. Cette faille mène à l'Enfer. N'entreprenez pas ce défi sans y être préparé.,Ten cuidado. Esta grieta conduce al Infierno. No te enfrentes a este desafío a menos que estés preparado.,Siate cauti. Questa fenditura conduce all'Inferno. Non affrontate questa sfida se non siete preparati.,"Seid vorsichtig. Dieser Riss führt nach Infernus. Nehmt diese Herausforderung nur an, wenn ihr vorbereitet seid."
Verbals/VC_VerbalsNPC_Angel_Male,215609164D5D03908DEEC2A7471AD6F2_cue_1,Beings of circumstance in service to the wills of forces greater?,Des êtres soumis aux circonstances et à la volonté de forces supérieures ?,¿Seres condicionados por las circunstancias al servicio de la voluntad de fuerzas superiores?,Esseri di circostanza al servizio della volontà di forze superiori?,Geschöpfe der Umstände im Dienst des Willens höherer Mächte?
Verbals/VC_VerbalsNPC_Angel_Male,689E6FC84A94E46570C36D98B33A59C4_cue_1,Best to search the area well.,Mieux vaut bien fouiller les lieux.,Es mejor buscar bien en el área.,È meglio perlustrare bene la zona.,Wir sollten das Gebiet gründlich durchsuchen.
Verbals/VC_VerbalsNPC_Angel_Male,5CFC7DE54552F51A0BCB91B887DC71CC_cue_1,Better off not knowing why or how someone came in possession of it.,Mieux vaut ne pas savoir pourquoi ni comment quelqu’un se l’est procurée.,Es mejor no saber por qué o cómo alguien llegó a poseerlo.,Meglio non sapere perché o come qualcuno ne sia entrato in possesso.,"Ich möchte lieber gar nicht wissen, wie jemand in ihren Besitz gekommen ist."
Verbals/VC_VerbalsNPC_Angel_Male,BBBE20A841D60663F67323A336A567AA_cue_2,"Beware,","Attention,","Cuidado,","Attento,","Sei auf der Hut,"
Verbals/VC_VerbalsNPC_Angel_Male,E2D67EB948F0301705336E8BB882E4A0_cue_0,But my comrades.,mais mes camarades.,pero mis camaradas.,A parte i miei compagni.,... aber meine Gefährten.
Verbals/VC_VerbalsNPC_Angel_Male,E2D67EB948F0301705336E8BB882E4A0,But my comrades. Those before me and who fight by my side are just like me.,But my comrades. Those before me and who fight by my side are just like me.,But my comrades. Those before me and who fight by my side are just like me.,But my comrades. Those before me and who fight by my side are just like me.,But my comrades. Those before me and who fight by my side are just like me.
Verbals/VC_VerbalsNPC_Angel_Male,5F52944542D66D683A1A2BB1FFF0E3B7_cue_1,By the Divine. From humans.,C’est l’œuvre du Divin. Elle provient des humains.,Por lo Divino. De humanos.,Per il Divino. Dagli umani.,Beim Göttlichen. Von Menschen.
Verbals/VC_VerbalsNPC_Angel_Male,C0F4082A4EAA83E9DA8C60876D2977F0,Call upon my power!,Fais appel à ma puissance !,¡Invoca mi poder!,Invoca il mio potere!,Rufe meine Macht an!
Verbals/VC_VerbalsNPC_Angel_Male,DABA3DC845D60CC148B0959FEBF34934,"Captain Rendaen is at the Cathedral, make haste!","Le capitaine Rendaen est à la cathédrale, dépêche-toi !","El Capitán Rendaen está en la Catedral, ¡apresúrate!","Il capitano Rendaen è alla cattedrale, fa' in fretta!",Hauptmann Rendaen ist in der Kathedrale. Beeil dich!
Verbals/VC_VerbalsNPC_Angel_Male,FEB9F2264431C073A74EDD84DAEC526D_cue_0,Clear your mind and refocus on our mission.,Fais le vide dans ta tête et recentre-toi sur notre mission.,Despeja tu mente y vuelve a concentrarte en nuestra misión.,Svuota la mente e concentrati nuovamente sulla nostra missione.,Mache deinen Kopf frei und richte deinen Fokus wieder auf unsere Mission.
Verbals/VC_VerbalsNPC_Angel_Male,FEB9F2264431C073A74EDD84DAEC526D,Clear your mind and refocus on our mission. Tap into my insight and I shall direct you towards our goals.,Faites le vide dans votre esprit et recentrez-vous sur notre mission. Profitez de mon intuition et je vous guiderai vers nos objectifs.,Despeja tu mente y vuelve a centrarte en nuestra misión. Aprovecha mi intuición y te guiaré hacia nuestros objetivos.,Svuota la mente e concentrati nuovamente sulla nostra missione. Affidati alla mia intuizione e ti guiderò verso i nostri obiettivi.,"Befreie deinen Geist und konzentriere dich neu auf unsere Mission. Nutze meine Einsichten, und ich werde dich zu unseren Zielen führen."
Verbals/VC_VerbalsNPC_Angel_Male,B19D9F4148320F3C67CCEB9AAAD04F8E,Curious about what Mereda might think of all this.,Je me demande ce que Mereda pourrait penser de tout ça.,Tengo curiosidad por saber qué pensará Mereda de todo esto.,Vorrei proprio sapere cosa ne pensa Mereda di tutto questo.,"Ich frage mich, was Mereda wohl von alledem halten wird."
Verbals/VC_VerbalsNPC_Angel_Male,B23646F042D82C5DE9D71C9DC91A3F26_cue_1,"Curious how Gajov knew it'd be here,",Je me demande comment Gajov savait qu’elle était ici,"Me pregunto cómo sabía Gajov que estaría aquí,",È curioso come Gajov sapesse che sarebbe stata qui...,"Ich frage mich, woher Gajov wusste, dass sie hier ist,"
Verbals/VC_VerbalsNPC_Angel_Male,28634B974A331F28F184E7AA10FEEDD1,Death is not the end.,La mort n'est pas une fin.,La muerte no es el final.,La morte non è la fine.,Der Tod ist nicht das Ende.
Verbals/VC_VerbalsNPC_Angel_Male,EC9905184264F4C3097B8DA8466131D1_cue_0,Demons rarely indulge in such displays;,Les démons se livrent rarement à de telles démonstrations.,Los demonios rara vez se entregan a tales exhibiciones;,I demoni raramente si abbandonano a simili manifestazioni.,Dämonen geben sich selten solchen Grausamkeiten hin.
Verbals/VC_VerbalsNPC_Angel_Male,EC9905184264F4C3097B8DA8466131D1,Demons rarely indulge in such displays; this cruelty bears the mark of fearful men. Approach sights of interest. I'll seek counsel with the dead and share my wisdom.,Les démons se livrent rarement à de tels excès ; cette cruauté est le propre des hommes apeurés. Approchez-vous des lieux d'intérêt. Je consulterai les morts et partagerai ma sagesse.,Los demonios rara vez se entregan a tales demostraciones; esta crueldad lleva la marca de hombres temerosos. Acércate a los lugares de interés. Consultaré con los muertos y compartiré mi sabiduría.,I demoni raramente si abbandonano a simili manifestazioni; questa crudeltà porta il segno di uomini timorosi. Avvicinatevi ai luoghi di interesse. Chiederò consiglio ai morti e condividerò la mia saggezza.,Dämonen lassen sich selten zu solchen Schauspielen hinreißen; diese Grausamkeit zeugt von ängstlichen Menschen. Nähert euch interessanten Orten. Ich werde Rat bei den Toten suchen und meine Weisheit mit euch teilen.
Verbals/VC_VerbalsNPC_Angel_Male,5B10E1AB4C49E3E56FA4A3920C152BC6_cue_2,Destroy him.,Élimine-le.,Acaba con él.,Distruggilo.,Vernichte ihn.
Verbals/VC_VerbalsNPC_Angel_Male,AF469A6F4302E3D76540EA9DC0587541_cue_1,Did word beyond the chapter fail to reach them?,La nouvelle de ce qui s'est passé au-delà du Chapitre ne leur est-elle pas parvenue ?,¿Acaso no les llegó la palabra más allá del Capítulo?,Forse la notizia non li ha raggiunti al di fuori della delegazione?,Hat diese Nachricht das Kapitel nie erreicht?
Verbals/VC_VerbalsNPC_Angel_Male,2E4FF3F34DB15B8CD15576B98D953985,Do not falter.,Ne faiblis pas.,No te rindas.,Non vacillare.,Wanke nicht.
Verbals/VC_VerbalsNPC_Angel_Male,13155FB54D51B40F27AF078EA7E1AA74_cue_2,Do not take on this challenge unless you're prepared.,Ne relève ce défi que si tu y es bien préparé.,No asumas este desafío a menos que estés preparado.,Non accettare questa sfida senza la giusta preparazione.,"Nimm diese Herausforderung nur an, wenn du bereit bist."
Verbals/VC_VerbalsNPC_Angel_Male,D15076C24AAE2249CEB2ABBF9C35CB0A_cue_0,Does power truly corrupt,Le pouvoir corrompt-il vraiment ?,¿El poder realmente corrompe,Il potere corrompe davvero,"Verdirbt Macht wirklich,"
Verbals/VC_VerbalsNPC_Angel_Male,D15076C24AAE2249CEB2ABBF9C35CB0A,Does power truly corrupt or does it reveal what truly lies wtihin our hearts?,"L'été, la forêt, naïve, Noël, garçon, œuvre, cœur, bœuf, « guillemets », ù, à, è, ê, â, î, û, ô, ë, ï, ü, ÿ, æ, œ","¡Hola! ¿Cómo estás? Año, niño, jalapeño, mañana, corazón, café, acción, ü, á, é, í, ó, ú, ñ, ¡, ¿","Perché, città, caffè, lunedì, è, é, à, ù, ò, ì, sì, più, però, qualità, università","Straße, Müller, Österreich, Überraschung, Größe, Äpfel, Zürich, Weiß, ä, ö, ü, Ä, Ö, Ü, ß"
Verbals/VC_VerbalsNPC_Angel_Male,177722534D66E1C1E0489C8CFF2B5A1E,Eager to hone our skills our we?,"Tu as hâte de perfectionner tes compétences, pas vrai ?",¿Estamos ansiosos por perfeccionar nuestras habilidades?,"Desiderosi di affinare le abilità, eh?",Möchten wir also unsere Fähigkeiten verbessern?
Verbals/VC_VerbalsNPC_Angel_Male,6824C2314E1FBBBC94BA9698F58491E9_cue_0,Even if the Church has its faults.,"Même si l'Église a ses défauts,",Incluso si la Iglesia tiene sus fallas.,"Anche se la Chiesa ha i suoi difetti,",Selbst wenn die Kirche ihre Fehler hat ...
Verbals/VC_VerbalsNPC_Angel_Male,6824C2314E1FBBBC94BA9698F58491E9,Even if the Church has its faults. This cannot be the answer to the plight of humanity.,Even if the Church has its faults. This cannot be the answer to the plight of humanity.,Even if the Church has its faults. This cannot be the answer to the plight of humanity.,Even if the Church has its faults. This cannot be the answer to the plight of humanity.,Even if the Church has its faults. This cannot be the answer to the plight of humanity.
Verbals/VC_VerbalsNPC_Angel_Male,0A9EAB50450AFF8E4F993E86C16A6E49_cue_1,"Even if you've defeated foes here before,","Même si vous avez déjà vaincu des adversaires ici,","Incluso si has derrotado enemigos aquí antes,","Anche se hai già sconfitto dei nemici qui,","Selbst wenn du die Feinde hier schon einmal besiegt hast,"
Verbals/VC_VerbalsNPC_Angel_Male,860660C24A8C1F1A7CF26D9CF38941FB_cue_1,Every institution failed these people.,Toutes les institutions ont laissé tomber ces gens.,Cada institución le falló a estas personas.,Ogni istituzione ha deluso queste persone.,Jede Institution hat diese Menschen im Stich gelassen.
Verbals/VC_VerbalsNPC_Angel_Male,FAF6995D4DAFA8E451537BAB5FBC2BF5_cue_1,Explore your surroundings thoroughly.,Explore minutieusement les environs.,Explora tus alrededores a fondo.,Esplora a fondo l'ambiente circostante.,Durchsuche deine Umgebung gründlich.
Verbals/VC_VerbalsNPC_Angel_Male,1D4C733E448B28966C4966BE5D718273,Family against family. This is the horror of collapse.,Une famille contre une autre. Voilà toute l'horreur de l'effondrement.,Familia contra familia. Este es el horror del colapso.,Famiglia contro famiglia. Questo è l'orrore del collasso.,Familie gegen Familie. Das ist der wahre Schrecken des Zusammenbruchs.
Verbals/VC_VerbalsNPC_Angel_Male,CF6EE44C42C0ACFF81A2A6ACEA0B849D,Fend off the Hoard while I repair the veil!,Repousse la horde pendant que je répare le voile !,¡Repele a la Horda mientras yo reparo el velo!,Respingi l'orda mentre riparo il velo!,"Halte die Horde auf, während ich den Schleier wiederherstelle!"
Verbals/VC_VerbalsNPC_Angel_Male,1CDBBAE64C92316B88A08B9389CFB480_cue_2,Find her some food and supplies.,Trouve-lui de quoi manger et des provisions.,Consíguele algo de comida y provisiones.,Trovale del cibo e delle provviste.,Besorgen wir ihr etwas zu essen und Vorräte.
Verbals/VC_VerbalsNPC_Angel_Male,93A97EB64382D4A15E4F3E9B152FF97F_cue_0,"Fools,","Bande d'imbéciles,","Tontos,",Stolti.,"Narren,"
Verbals/VC_VerbalsNPC_Angel_Male,93A97EB64382D4A15E4F3E9B152FF97F,"Fools, what were the clergy doing studying Infernal Magick?","Imbéciles, que faisaient donc les membres du clergé à étudier la magie infernale ?",¡Tontos! ¿Qué hacían los clérigos estudiando magia infernal?,"Stolti, cosa ci facevano i chierici a studiare la magia infernale?","Ihr Narren, was trieb der Klerus bloß beim Studium der Höllenmagie?"
Verbals/VC_VerbalsNPC_Angel_Male,8EFBC4ED4747FA10FA9B408F1BCDF3E6,For The Dead Gods cry and the Fallen lords lie.,"Car les dieux morts pleurent, et les seigneurs déchus gisent.",Por el clamor de los Dioses muertos y la mentira de los Señores caídos.,Perché le Divinità Defunte piangono e i signori caduti giacciono.,Denn die toten Götter klagen und die gefallenen Fürsten ruhen.
Verbals/VC_VerbalsNPC_Angel_Male,5C11F5004E1821CD39C7E4A03BC2C051,"For the Dead gods cry, and the fallen lords lie.","Car les dieux morts pleurent, et les seigneurs déchus gisent.",Por el clamor de los Dioses muertos y la mentira de los Señores caídos.,Perché le Divinità Defunte piangono e i signori caduti giacciono.,"Denn die toten Götter klagen, und die gefallenen Fürsten ruhen."
Verbals/VC_VerbalsNPC_Angel_Male,FAF6995D4DAFA8E451537BAB5FBC2BF5_cue_0,Gajov mentioned a Divine Ember was likely to be found here.,Gajov a dit que nous avions des chances de trouver une braise divine ici.,Gajov mencionó que era probable que aquí hubiera una Brasa Divina.,Gajov ha detto che probabilmente in quel luogo si trovava una brace divina.,"Gajov sagte, hier müsste sich eine Göttliche Glut befinden."
Verbals/VC_VerbalsNPC_Angel_Male,FAF6995D4DAFA8E451537BAB5FBC2BF5,Gajov mentioned a Divine Ember was likely to be found here. Explore your surroundings thoroughly.,Gajov a mentionné qu'une Braise Divine était susceptible d'être trouvée ici. Explorez minutieusement les environs.,Gajov mencionó que probablemente se encontraría aquí una Brasa Divina. Explora tu entorno minuciosamente.,Gajov ha accennato alla possibilità di trovare una Brace Divina in questo luogo. Esplora attentamente i dintorni.,"Gajov erwähnte, dass hier wahrscheinlich eine göttliche Glut gefunden werden könne. Erkunde deine Umgebung gründlich."
Verbals/VC_VerbalsNPC_Angel_Male,494A4BD945E7A9F0204D6EA79F051105,"Gajov's bound to have found us useful, lets speak with him.","Gajov a sûrement trouvé notre aide utile, allons lui parler.","Está claro que Gajov pensó que le podíamos ser útiles, hablemos con él.","Gajov ci avrà sicuramente trovato utili, parliamo con lui.","Gajov dürfte inzwischen erkannt haben, wie nützlich wir sind. Reden wir mit ihm."
Verbals/VC_VerbalsNPC_Angel_Male,64D1B8A542A2012018D2EAB5238CEFB3,Gallant may yet have additional tasks for us.,Il se peut que Gallant ait encore d'autres missions à nous confier.,Gallant puede tener tareas adicionales para nosotros.,Gallant potrebbe avere ancora altri incarichi da affidarci.,Gallant hat vielleicht noch weitere Aufgaben für uns.
Verbals/VC_VerbalsNPC_Angel_Male,1FD8BC5145A1B46A05864DA3134FA6C7_cue_4,Get to work.,Au travail.,Manos a la obra.,Mettiamoci al lavoro.,An die Arbeit.
Verbals/VC_VerbalsNPC_Angel_Male,EED7AD694AD965A8A331C7BAA5C5946E,Get up. There's still need of us.,Relève-toi. On a encore besoin de nous.,Levántate. Aún nos necesitan.,Alzati. Abbiamo ancora bisogno di te.,Steh auf. Man braucht uns noch.
Verbals/VC_VerbalsNPC_Angel_Male,28848BD44D17994060451A836C9FF1BE_cue_1,Gildenarch's defenses never stood a chance.,Les défenses de Gildenarch n'avaient aucune chance.,Las defensas de Gildenarch nunca tuvieron oportunidad.,Le difese di Gildenarch non hanno mai avuto la minima possibilità.,Gildenarchs Verteidiger hatten nie eine Chance.
Verbals/VC_VerbalsNPC_Angel_Male,69AEF1F24A641410284DBBB84F6EC326_cue_1,"Guilt,",De la culpabilité,"Culpa,","Senso di colpa,","Schuld,"
Verbals/VC_VerbalsNPC_Angel_Male,5B10E1AB4C49E3E56FA4A3920C152BC6_cue_1,His blood is tainted.,Son sang est corrompu.,Su sangre está contaminada.,Il suo sangue è contaminato.,Sein Blut ist verdorben.
Verbals/VC_VerbalsNPC_Angel_Male,1944C5A744C01528916E51AC5FE7DC10_cue_2,His key may be of use.,Sa clé pourrait s'avérer utile.,Su llave puede ser útil.,La sua chiave potrebbe essere utile.,Sein Schlüssel könnte sich als nützlich erweisen.
Verbals/VC_VerbalsNPC_Angel_Male,312D620A4D795CBB85B4D4BAA86E41D1_cue_0,Hmm. This is unusual.,Hmm. C'est inhabituel.,Mmm. Esto es inusual.,Mmm. Questo è insolito.,Hm. Das ist ungewöhnlich.
Verbals/VC_VerbalsNPC_Angel_Male,312D620A4D795CBB85B4D4BAA86E41D1,Hmm. This is unusual. Mereda might be able to shed light on this.,Hmm. This is unusual. Mereda might be able to shed light on this.,Hmm. This is unusual. Mereda might be able to shed light on this.,Hmm. This is unusual. Mereda might be able to shed light on this.,Hmm. This is unusual. Mereda might be able to shed light on this.
Verbals/VC_VerbalsNPC_Angel_Male,00955BCC4204F97813B6A3AF17BB41D1_cue_3,Hold onto it.,Garde-le bien.,No lo sueltes.,Tienilo stretto.,Behalte es.
Verbals/VC_VerbalsNPC_Angel_Male,C02664A4459F101BAD3FA1831A8D3C71,Holy water would most assuredly be found here.,On trouvera très certainement de l'eau bénite ici.,Aquí seguramente hay agua bendita.,L'acqua santa dovrebbe essere quasi di certo qui.,Hier wird sich mit Sicherheit Weihwasser finden.
Verbals/VC_VerbalsNPC_Angel_Male,8A282819472EA2CAFFCAC8BF1D06B5D2_cue_2,"How can this be? My fate, foretold by the Church?","Je ne peux pas le croire. Mon destin, prédit par l'Église ?","¿Cómo puede ser esto? ¿Mi destino, predicho por la Iglesia?","Com'è possibile? Il mio destino, predetto dalla Chiesa?","Wie kann das sein? Mein Schicksal, von der Kirche vorhergesagt?"
