source_term,type,count,should_translate,approved_ar,status,notes,example
Crushing Damage,proper_noun,2,decide,,pending,,+2 Crushing Damage
Seconds,proper_noun,2,decide,,pending,,+40 Fire Attack. Lasts for 30 Seconds.
Consumable Max Carry,proper_noun,2,decide,,pending,,+Consumable Max Carry
Throwable Max Carry,proper_noun,2,decide,,pending,,+Throwable Max Carry
Restores,proper_noun,2,decide,,pending,,- Restores health
Backstab,proper_noun,2,decide,,pending,,<Header>Backstab</>
Boon Sigils,proper_noun,2,decide,,pending,,<Header>Boon Sigils</>
Throwables,proper_noun,2,decide,,pending,,<Header>Consumables and Throwables</>
Difficulty Levels,proper_noun,2,decide,,pending,,<Header>Difficulty Levels</>
Downed,proper_noun,2,decide,,pending,,<Header>Downed</>
Jump,proper_noun,2,decide,,pending,,<Header>Jump</>
Move,proper_noun,2,decide,,pending,,<Header>Move and Look</>
Nexus Gate Objectives,proper_noun,2,decide,,pending,,<Header>Nexus Gate Objectives</>
Purified Items,proper_noun,2,decide,,pending,,<Header>Purified Items</>
Sprint,proper_noun,2,decide,,pending,,<Header>Sprint</>
Revive,proper_noun,2,decide,,pending,,<IA_DownSkip/> Die and Revive 
Corpse Bloom,proper_noun,2,decide,,pending,,A Corpse Bloom affected by residual cursed energy.
Guard of Grace,proper_noun,2,decide,,pending,,A ring granting the Aegis of Frost and Guard of Grace boons.
Frostbrand Seal,proper_noun,2,decide,,pending,,A ring granting the Divine Focus and Frostbrand Seal boons.
Seal of Blight,proper_noun,2,decide,,pending,,A ring granting the Seal of Flame and Seal of Blight boons.
Trial,proper_noun,2,decide,,pending,,A ring granting the Trial by Flame and Last Light boons.
Haedrik Knight,proper_noun,2,decide,,pending,,A ring granting the boons of the Haedrik Knight
Phoenix Paladin,proper_noun,2,decide,,pending,,A ring granting the boons of the Phoenix Paladin
Sanctified Blood,proper_noun,2,decide,,pending,,A substantial amount of Sanctified Blood crystalized into a Crimson Tear. Can be used to e
Experiences,proper_noun,2,decide,,pending,,Additional Experiences
Ashes,proper_noun,2,decide,,pending,,Aetheral Ashes
Tongue Unlocked,proper_noun,2,decide,,pending,,Akyreon's Tongue Unlocked!
Purified,proper_noun,2,decide,,pending,,"All equipment and items brought back to the Sanctus Clypeus become Purified, and added to "
Down,proper_noun,2,decide,,pending,,Alt Down
Few,proper_noun,2,decide,,pending,,"An incursion on normal difficulty
Few elites and special monsters
Uncommon gear, uncommon "
Only,proper_noun,2,decide,,pending,,Angel Ascension UI Only
Demo,proper_noun,2,decide,,pending,,Art Demo
Elvenelk's,proper_noun,2,decide,,pending,,Ashes of an Elvenelk's shed antler. Used in advanced alchemical and crafting recipes.
EquipmentName,proper_noun,2,decide,,pending,,Attach to {EquipmentName}
Capacity,proper_noun,2,decide,,pending,,Bag Capacity 1
Epic,proper_noun,2,decide,,pending,,Blacksmith Upgrade: Epic
Upgrades,proper_noun,2,decide,,pending,,Blacksmith Upgrades
Upgrades Unlocked,proper_noun,2,decide,,pending,,Blacksmith Upgrades Unlocked!
Accord Unlocked,proper_noun,2,decide,,pending,,Blasphemous Accord Unlocked!
Moon,proper_noun,2,decide,,pending,,Blood Moon
Blades,proper_noun,2,decide,,pending,,Bloodseeker Blades
Dust,proper_noun,2,decide,,pending,,Bone Dust
Defeated,proper_noun,2,decide,,pending,,Brute Defeated
Heart Unlocked,proper_noun,2,decide,,pending,,Burning Heart Unlocked!
Dead Zone,proper_noun,2,decide,,pending,,Camera Dead Zone
Changes,proper_noun,2,decide,,pending,,Cancel Changes
Stats,proper_noun,2,decide,,pending,,Character Stats
Gate Reached,proper_noun,2,decide,,pending,,City Gate Reached
Enemies,proper_noun,2,decide,,pending,,Clear Enemies. Left: 
Invalid,proper_noun,2,decide,,pending,,Code Invalid
Artifact,proper_noun,2,decide,,pending,,Collect Artifact
Throwing Knife,proper_noun,2,decide,,pending,,Common Throwing Knife
Dragon Assassin Cuirass,proper_noun,2,decide,,pending,,Crimson Dragon Assassin Cuirass
Dragon Assassin Gauntlets,proper_noun,2,decide,,pending,,Crimson Dragon Assassin Gauntlets
Dragon Assassin Helmet,proper_noun,2,decide,,pending,,Crimson Dragon Assassin Helmet
Exp,proper_noun,2,decide,,pending,,Current Exp:
Nephelim Level,proper_noun,2,decide,,pending,,Current Nephelim Level: {1}
Armor,proper_noun,2,decide,,pending,,Cursed Armor
Falls,proper_noun,2,decide,,pending,,Darkness Falls
Night,proper_noun,2,decide,,pending,,Dead of Night
World Bosses,proper_noun,2,decide,,pending,,Defeat both World Bosses to unlock the Final Boss
Final Boss,proper_noun,2,decide,,pending,,Defeat both World Bosses to unlock the Final Boss
Night Unlocked,proper_noun,2,decide,,pending,,Defiled Night Unlocked!
Mode,proper_noun,2,decide,,pending,,Display Mode
Complete,proper_noun,2,decide,,pending,,District Complete
Assassin Broadsword Unlocked,proper_noun,2,decide,,pending,,Dragon Assassin Broadsword Unlocked!
Sense,proper_noun,2,decide,,pending,,Dual Sense
Nexus,proper_noun,2,decide,,pending,,"Each combat area is controlled by a Nexus Gate. 

Each gate has an objective that must be "
Nexus Gates,proper_noun,2,decide,,pending,,"Earn XP from clearning Nexus Gates, quests, and special actions. Leveling up gives permane"
Dodge,proper_noun,2,decide,,pending,,"Enemies flash red when they are doing Unblockable attacks.

You can overcome unblockable a"
Debug,proper_noun,2,decide,,pending,,Enemy Debug
Moonlight Oath Gauntlets,proper_noun,2,decide,,pending,,Epic Moonlight Oath Gauntlets
Moonlight Oath Greaves,proper_noun,2,decide,,pending,,Epic Moonlight Oath Greaves
Bombs,proper_noun,2,decide,,pending,,Explosive Bombs
Bombs For Sale,proper_noun,2,decide,,pending,,Explosive Bombs For Sale!
Sample,proper_noun,2,decide,,pending,,Float Sample
Resnyk,proper_noun,2,decide,,pending,,Gajov Resnyk
Glory Unlocked,proper_noun,2,decide,,pending,,Gildenarch's Glory Unlocked!
Team,proper_noun,2,decide,,pending,,Go to HUB as Team
Coins,proper_noun,2,decide,,pending,,Gold Coins
Throw,proper_noun,2,decide,,pending,,Gouging Throw
Physical Power,proper_noun,2,decide,,pending,,Grants temporary Physical Power when consumed.
Key,proper_noun,2,decide,,pending,,Graveyard Key
Oil,proper_noun,2,decide,,pending,,Hardening Oil
Potion,proper_noun,2,decide,,pending,,Health Potion
Restore,proper_noun,2,decide,,pending,,Health Restore
Attack Release,proper_noun,2,decide,,pending,,Heavy Attack Release
Weights,proper_noun,2,decide,,pending,,Heavy Weights
Rift,proper_noun,2,decide,,pending,,Hell Rift
Aura,proper_noun,2,decide,,pending,,Holy Aura
Request,proper_noun,2,decide,,pending,,Invalid Request
Received,proper_noun,2,decide,,pending,,Invite Received
Name Here,proper_noun,2,decide,,pending,,Item Name Here
Elite Leaders,proper_noun,2,decide,,pending,,Kill the Elite Leaders
Party,proper_noun,2,decide,,pending,,Leave Party
On,proper_noun,2,decide,,pending,,Lock-On <IA_Targeting/> then press <IA_Attack/> to Backstab an enemy from behind.
Ananta,proper_noun,2,decide,,pending,,Lotte Ananta
Forward,proper_noun,2,decide,,pending,,Move Forward
More,proper_noun,2,decide,,pending,,Need More
Controller,proper_noun,2,decide,,pending,,New Controller
Tab,proper_noun,2,decide,,pending,,Next Tab
Now,proper_noun,2,decide,,pending,,Not Now
Up,proper_noun,2,decide,,pending,,Pick Up
Beta,proper_noun,2,decide,,pending,,Post Beta
Moonlight Oath Cuirass,proper_noun,2,decide,,pending,,Rare Moonlight Oath Cuirass
Moonlight Oath Helmet,proper_noun,2,decide,,pending,,Rare Moonlight Oath Helmet
Obsidian Shard,proper_noun,2,decide,,pending,,Rare Obsidian Shard
Diary,proper_noun,2,decide,,pending,,Ratto's Diary
The City Gate,proper_noun,2,decide,,pending,,Reach The City Gate
Close,proper_noun,2,decide,,pending,,Really Close
Your Code,proper_noun,2,decide,,pending,,Redeem Your Code
Search,proper_noun,2,decide,,pending,,Refresh Search
Scale,proper_noun,2,decide,,pending,,Resolution Scale
Death Ward,proper_noun,2,decide,,pending,,Ring of Death Ward
Embers,proper_noun,2,decide,,pending,,Ring of Embers
Oathbound Arts,proper_noun,2,decide,,pending,,Ring of Oathbound Arts
Thorn Unlocked,proper_noun,2,decide,,pending,,Rotkin's Thorn Unlocked!
Ash,proper_noun,2,decide,,pending,,Sacred Ash
Slice Ring Available,proper_noun,2,decide,,pending,,Sanguine Slice Ring Available!
Class,proper_noun,2,decide,,pending,,Select Class
Create,proper_noun,2,decide,,pending,,Sesson Create
Cinematic,proper_noun,2,decide,,pending,,Skip Cinematic awdj oajwdo i
Dialogue,proper_noun,2,decide,,pending,,Skip Dialogue
Drain,proper_noun,2,decide,,pending,,Soul Drain
Default,proper_noun,2,decide,,pending,,System Default
Iconostein,proper_noun,2,decide,,pending,,The Shepherds have returned with another haul of cattle from the surface. In accordance wi
Knife,proper_noun,2,decide,,pending,,Throwing Knife
Hammer,proper_noun,2,decide,,pending,,Uncommon Hammer 03
Sharpness,proper_noun,2,decide,,pending,,Upscaler Sharpness
Browser,proper_noun,2,decide,,pending,,Verbals Browser
On Host,proper_noun,2,decide,,pending,,Waiting On Host
Art Name,proper_noun,2,decide,,pending,,Weapon Art Name
Thank,proper_noun,2,decide,,pending,,"Welcome to the Crimson Moon's Summer Build!

This demo reflects the current state of team'"
Heavy Attacks,proper_noun,2,decide,,pending,,You apply oil to your weapon. The next 5 Heavy Attacks gain (+33% Bonus Attack Power). Las
Slashing,proper_noun,2,decide,,pending,,You apply oil to your weapon/shield. You gain 75% Bonus to Slashing/Piercing/Crushing Defe
Piercing,proper_noun,2,decide,,pending,,You apply oil to your weapon/shield. You gain 75% Bonus to Slashing/Piercing/Crushing Defe
Crushing Defense,proper_noun,2,decide,,pending,,You apply oil to your weapon/shield. You gain 75% Bonus to Slashing/Piercing/Crushing Defe
AchievementsSubsystem,proper_noun,2,decide,,pending,,[GA_PlayerParrying] - AchievementsSubsystem not Found
Empower Altar,proper_noun,2,decide,,pending,,to Empower Altar
Button,proper_noun,2,decide,,pending,,{ Button label text }
Action,proper_noun,2,decide,,pending,,{Action}
Charges,proper_noun,2,decide,,pending,,{Count}/{Charges}
Dist,proper_noun,2,decide,,pending,,{Dist}CM
Total,proper_noun,2,decide,,pending,,{Pure}/{Total}
Out of Date,proper_noun,2,decide,,pending,,Driver Out of Date
Generator Levels,proper_noun,2,decide,,pending,,Frame Generator Levels
Capture Tool Active,proper_noun,2,decide,,pending,,Incompatible API Capture Tool Active
Hardware,proper_noun,2,decide,,pending,,Incompatible Hardware
Supported,proper_noun,2,decide,,pending,,Not Supported
System Out,proper_noun,2,decide,,pending,,Operating System Out of Date
Date,proper_noun,2,decide,,pending,,Operating System Out of Date
Not Supported At Build,proper_noun,2,decide,,pending,,Platform Not Supported At Build Time
Not Supported,proper_noun,2,decide,,pending,,AMD AntiLag2 Not Supported.
Frame Generator,proper_noun,2,decide,,pending,,AMD FSR Frame Generator is Not Supported.
Radeon,proper_noun,2,decide,,pending,,AMD FSR Frame Generator is not supported by your hardware minimum requirements AMD Radeon™
Ryzen,proper_noun,2,decide,,pending,,AMD FSR Frame Generator is not supported by your hardware minimum requirements AMD Radeon™
Radeon Anti-Lag,proper_noun,2,decide,,pending,,AMD Radeon Anti-Lag 2 reduces the system latency (the time between user inputs and visual 
Performance,proper_noun,2,decide,,pending,,Ultra Performance
District Mission,proper_noun,2,decide,,pending,,Complete a District Mission on Hellish difficulty or higher
Grove Academy,proper_noun,2,decide,,pending,,Elk Grove Academy
Make Strong,proper_noun,2,decide,,pending,,Gajov Make Strong
Together,proper_noun,2,decide,,pending,,Slay Together
Ascendence Level,proper_noun,2,decide,,pending,,Aegis: Ascendence Level I
Angel Frost Level,proper_noun,2,decide,,pending,,Sunder: Angel Frost Level I
Velchorian Isles,proper_noun,2,decide,,pending,,"A cumbersome cuirass, fit only for the toughest Nephilim, designed to stand against a drag"
Dragons,proper_noun,2,decide,,pending,,"A cumbersome cuirass, fit only for the toughest Nephilim, designed to stand against a drag"
Though,proper_noun,2,decide,,pending,,"Burdensome greaves designed for the Nephilim  Dragon Assassins.

Though well-seasoned Drag"
Norundiir,proper_noun,2,decide,,pending,,"Cumbersome greaves designed to be worn by the mighty Dragon Assassins. 

They trekked the "
Load,proper_noun,2,decide,,pending,,Equip Load
Handed Sword,proper_noun,2,decide,,pending,,One Handed Sword
Sprint Attacks,proper_noun,2,decide,,pending,,+20% Damage from Sprint Attacks.
Burning Duration,proper_noun,2,decide,,pending,,+25% Burning Duration.
Enraged Duration,proper_noun,2,decide,,pending,,+25% Enraged Duration.
Riposte Damage,proper_noun,2,decide,,pending,,+30% Riposte Damage.
Ally Revive,proper_noun,2,decide,,pending,,+50% Ally Revive speed.
Mana Flask,proper_noun,2,decide,,pending,,All Health and Mana Flask restoration effects are doubled on the player.
Damages,proper_noun,2,decide,,pending,,Being Poisoned no longer Damages you.
Marks,proper_noun,2,decide,,pending,,Executing an enemy Marks all enemies within 7 meters.
Max Potion,proper_noun,2,decide,,pending,,Gain 1 additional Max Potion.
Healing,proper_noun,2,decide,,pending,,"If an attack would drop you to 0 Health or lower and you have a Health Flask available, yo"
Killing,proper_noun,2,decide,,pending,,"On Killing an Elite enemy, you gain Rage."
Life,proper_noun,2,decide,,pending,,Recover 1 Life in your Life Pool upon accepting.
Life Pool,proper_noun,2,decide,,pending,,Recover 1 Life in your Life Pool upon accepting.
Art Auras,proper_noun,2,decide,,pending,,Weapon Art Auras are doubled in size.
Damage Zones,proper_noun,2,decide,,pending,,Weapon Art attacks that create Damage Zones fire twice.
Unblocked Melee Attack,proper_noun,2,decide,,pending,,"When an enemy hits you with an Unblocked Melee Attack, you recover 20 Stamina."
Enter Angel Ascension,proper_noun,2,decide,,pending,,"When you Enter Angel Ascension, Poison all enemies within 5 meters, Weapon Attacks in Ange"
Enter,proper_noun,2,decide,,pending,,"When you Enter or Exit Angel Ascension, all enemies within 7 meters of you are Marked."
Exit Angel Ascension,proper_noun,2,decide,,pending,,"When you Enter or Exit Angel Ascension, all enemies within 7 meters of you are Marked."
Stacks,proper_noun,2,decide,,pending,,"When you Parry an enemy, they suffer Burning (2 Stacks)."
Angel Mode,proper_noun,2,decide,,pending,,"When you activate Angel Mode, enemies within 5 meters suffer Burning."
Health Flasks,proper_noun,2,decide,,pending,,"When you have 0 Health Flasks, you will restore a Health Flask after hitting enemies 8 tim"
Knocked Down,proper_noun,2,decide,,pending,,When you hit a Burning enemy with a Heavy Attack they have a 50% chance to be Knocked Down
Weapon Attack,proper_noun,2,decide,,pending,,"When you hit an enemy with a Weapon Attack, they have a 25% chance to suffer Burning."
Charged Heavy Attack,proper_noun,2,decide,,pending,,"When you hit an enemy with a fully Charged Heavy Attack, you recover 3 Angelic Grace."
Resistances,proper_noun,2,decide,,pending,,While Enraged you gain 20% bonus to all Resistances.
Reviving,proper_noun,2,decide,,pending,,"While Reviving an Ally, you gain +50% Damage Resistance and +50% Poise Damage Resistance."
Ally,proper_noun,2,decide,,pending,,"While Reviving an Ally, you gain +50% Damage Resistance and +50% Poise Damage Resistance."
Damage Resistance,proper_noun,2,decide,,pending,,"While Reviving an Ally, you gain +50% Damage Resistance and +50% Poise Damage Resistance."
Poise Damage Resistance,proper_noun,2,decide,,pending,,"While Reviving an Ally, you gain +50% Damage Resistance and +50% Poise Damage Resistance."
Attack Bonus,proper_noun,2,decide,,pending,,"While suffering from (Burn, Frost, Poison, or Bleed), you gain +25% Attack Bonus to all At"
Stamina Recovery,proper_noun,2,decide,,pending,,"While your Health is at or below 40%, you gain 100% Bonus to Stamina Recovery."
Physical Defenses,proper_noun,2,decide,,pending,,"While your Health is at or below 40%, you gain a +40 Bonus to Physical Defenses."
Allies,proper_noun,2,decide,,pending,,You and Allies within 10 meters of you deal (+10% Damage vs Burning enemies).
Cold Effects,proper_noun,2,decide,,pending,,Your Cold Effects gain +10 power.
Fire Effects,proper_noun,2,decide,,pending,,Your Fire Effects gain +35 power.
Technique,proper_noun,2,decide,,pending,,Aftershock Technique
Strength,proper_noun,2,decide,,pending,,Angelic Strength
Verdict,proper_noun,2,decide,,pending,,Ashen Verdict
Pestilence,proper_noun,2,decide,,pending,,Cleansing Pestilence
Smite,proper_noun,2,decide,,pending,,Crimson Smite
Cinders,proper_noun,2,decide,,pending,,Crown of Cinders
Vigor,proper_noun,2,decide,,pending,,Defiant Vigor
Reservoir,proper_noun,2,decide,,pending,,Divine Reservoir
Reward,proper_noun,2,decide,,pending,,Executioner's Reward
Seal,proper_noun,2,decide,,pending,,Frostbrand Seal
Hands,proper_noun,2,decide,,pending,,Healing Hands
Burst,proper_noun,2,decide,,pending,,Heavenfire Burst
Mark,proper_noun,2,decide,,pending,,Judgment's Mark
Pale Horse,proper_noun,2,decide,,pending,,On A Pale Horse
Slam,proper_noun,2,decide,,pending,,Sanguine Slam
Unfaithful,proper_noun,2,decide,,pending,,Scourge of the Unfaithful
Suffering,proper_noun,2,decide,,pending,,Trial of Suffering
Pyre,proper_noun,2,decide,,pending,,Unyielding Pyre
The Ascended,proper_noun,2,decide,,pending,,"Felwyl, The Ascended"
Wrought Egregore,proper_noun,2,decide,,pending,,Flesh-Wrought Egregore
Blade,proper_noun,2,decide,,pending,,Bloodseeker Blade
Bomb,proper_noun,2,decide,,pending,,Explosive Bomb
Sort,proper_noun,2,decide,,pending,,Cycle Sort
Gamepad,proper_noun,2,decide,,pending,,Default Gamepad
Mouse,proper_noun,2,decide,,pending,,Default Keyboard & Mouse
Tree,proper_noun,2,decide,,pending,,"""The Tree"""
Windmill,proper_noun,2,decide,,pending,,(Before you is the journal of the Nephilim Irvine Gaertner. Its passages detail reports on
Aeryn,proper_noun,2,decide,,pending,,An inquisition? Has the Cardinal lost his mind? You don't need to convince me that this cu
Cretchys,proper_noun,2,decide,,pending,,An inquisition? Has the Cardinal lost his mind? You don't need to convince me that this cu
Librarian Mereda,proper_noun,2,decide,,pending,,"Here you can Turn in Emergent Quests for valuable resources and access Lore Codices.

This"
Runs,proper_noun,2,decide,,pending,,"Here you can purchase items from the Merchant to assist in your Runs.

The home of Lotte A"
Gajov Resnyk,proper_noun,2,decide,,pending,,"Here, you can visit the blacksmith to upgrade and acquire new gear.

The home of the infam"
Mana Pool,proper_noun,2,decide,,pending,,"Nephilim can perform unique attacks called Weapon Arts.

Weapon Arts are mapped to the top"
Rest,proper_noun,2,decide,,pending,,"Nephilim can perform unique attacks called Weapon Arts.

Weapon Arts are mapped to the top"
Again,proper_noun,2,decide,,pending,,"Once more, I am roused from my sleep by gut-wrenching nightmares. The frequency is now unb"
Angelic Sigils,proper_noun,2,decide,,pending,,This exotic piece of divine technology inscribes Angelic Sigils into the flesh of Nephilim
Angelic,proper_noun,2,decide,,pending,,This exotic piece of divine technology inscribes Angelic Sigils into the flesh of Nephilim
Inquisition Act,proper_noun,2,decide,,pending,,"Under the Inquisition Act of 760, this property has been temporarily seized by the Archspi"
Treason,proper_noun,2,decide,,pending,,"Under the Inquisition Act of 760, this property has been temporarily seized by the Archspi"
Lunitarian Empire,proper_noun,2,decide,,pending,,"Under the Inquisition Act of 760, this property has been temporarily seized by the Archspi"
Chapter's Inquisition,proper_noun,2,decide,,pending,,"Under the Inquisition Act of 760, this property has been temporarily seized by the Archspi"
Posting Start,proper_noun,2,decide,,pending,,"Under the Inquisition Act of 760, this property has been temporarily seized by the Archspi"
Posting End,proper_noun,2,decide,,pending,,"Under the Inquisition Act of 760, this property has been temporarily seized by the Archspi"
Deadline,proper_noun,2,decide,,pending,,"Under the Inquisition Act of 760, this property has been temporarily seized by the Archspi"
Request Hearing,proper_noun,2,decide,,pending,,"Under the Inquisition Act of 760, this property has been temporarily seized by the Archspi"
Inquisitor Aldus Geory,proper_noun,2,decide,,pending,,"Under the Inquisition Act of 760, this property has been temporarily seized by the Archspi"
Property,proper_noun,2,decide,,pending,,Weathered Property siezure notice
Scaling,proper_noun,2,decide,,pending,,Int Scaling
Log,proper_noun,2,decide,,pending,,Quest Log
Poise Damage,proper_noun,2,decide,,pending,,Parry Poise Damage
LoadoutNumber,proper_noun,2,decide,,pending,,+ Loadout {LoadoutNumber}
Hand,proper_noun,2,decide,,pending,,Off Hand
The Scribe,proper_noun,2,decide,,pending,,"
The Scribe’s disciplinary action has kept me from a night’s rest for some time. I pored o"
Sergio,proper_noun,2,decide,,pending,,"
The Scribe’s disciplinary action has kept me from a night’s rest for some time. I pored o"
Metaphysics of Being,proper_noun,2,decide,,pending,,"
The Scribe’s disciplinary action has kept me from a night’s rest for some time. I pored o"
Finite,proper_noun,2,decide,,pending,,"
The Scribe’s disciplinary action has kept me from a night’s rest for some time. I pored o"
Infinite,proper_noun,2,decide,,pending,,"
The Scribe’s disciplinary action has kept me from a night’s rest for some time. I pored o"
Divinity,proper_noun,2,decide,,pending,,"
The Scribe’s disciplinary action has kept me from a night’s rest for some time. I pored o"
Consensus,proper_noun,2,decide,,pending,,"
The Scribe’s disciplinary action has kept me from a night’s rest for some time. I pored o"
New Moon,proper_noun,2,decide,,pending,,"- The Holy Phases -

New Moon: Cleansing. Quiet Renewal and Planning.

Waxing: Celebration"
Know,proper_noun,2,decide,,pending,,"- The Holy Phases -

New Moon: Cleansing. Quiet Renewal and Planning.

Waxing: Celebration"
Sun,proper_noun,2,decide,,pending,,"- The Holy Phases -

New Moon: Cleansing. Quiet Renewal and Planning.

Waxing: Celebration"
Will,proper_noun,2,decide,,pending,,"A leather bound journal detailing a broken translation of the ""Last Will and Testament of "
Scribes,proper_noun,2,decide,,pending,,"A theory so bizarre it may at least hold a glimmer of truth. Allegedly, one of the Archspi"
Silencing,proper_noun,2,decide,,pending,,"A theory so bizarre it may at least hold a glimmer of truth. Allegedly, one of the Archspi"
Ludereon,proper_noun,2,decide,,pending,,An unorthodox exploration of Lunitarian myth and legend that scrutinizes the conventional 
Maedrael,proper_noun,2,decide,,pending,,An unorthodox exploration of Lunitarian myth and legend that scrutinizes the conventional 
Just,proper_noun,2,decide,,pending,,Another test subject was martyred today in pursuit of knowledge. We managed to keep his so
At,proper_noun,2,decide,,pending,,Another test subject was martyred today in pursuit of knowledge. We managed to keep his so
Marvenne,proper_noun,2,decide,,pending,,"Asher,

The bolt on my study door is a brass thing of poor manufacture, three-pin tumbler,"
Yours,proper_noun,2,decide,,pending,,"Asher,

The bolt on my study door is a brass thing of poor manufacture, three-pin tumbler,"
Caragus,proper_noun,2,decide,,pending,,"Before the Lunitarian Church established the Crimson Concordat, attempts to reduce instanc"
Sister Susan,proper_noun,2,decide,,pending,,"Before the Lunitarian Church established the Crimson Concordat, attempts to reduce instanc"
Telvaught,proper_noun,2,decide,,pending,,"Clan Telvaught:

Guild of Academics and Archaeologists. Led by Professor Peter Garrus Telv"
Covenant,proper_noun,2,decide,,pending,,"Clan Telvaught:

Guild of Academics and Archaeologists. Led by Professor Peter Garrus Telv"
Founded,proper_noun,2,decide,,pending,,"Clan Telvaught:

Guild of Academics and Archaeologists. Led by Professor Peter Garrus Telv"
First,proper_noun,2,decide,,pending,,Day 1 — Subject seventeen takes the seed without protest. Felwyl says the willing ones blo
The Garden,proper_noun,2,decide,,pending,,Day 1 — Subject seventeen takes the seed without protest. Felwyl says the willing ones blo
Sister,proper_noun,2,decide,,pending,,"Day 12 of the Reaping Moon. Three new ""physicians"" admitted under the Master's seal. None "
Archbishop Dorion,proper_noun,2,decide,,pending,,"Dear Archbishop Dorion, I’ve written to you to follow up on our discussion at Felwyl’s din"
Karsivite Orthodoxy,proper_noun,2,decide,,pending,,"Dear Siron, I wanted to thank you for your assistance during your last month’s visit with "
Tabitha,proper_noun,2,decide,,pending,,Dear Tabitha
Willing,proper_noun,2,decide,,pending,,Diary of the Willing
The Reborn,proper_noun,2,decide,,pending,,"Divine have mercy. Solomon was always bold, but bringing Infernal Flora to the Archspire c"
Inquisitor,proper_noun,2,decide,,pending,,"Divine have mercy. Solomon was always bold, but bringing Infernal Flora to the Archspire c"
Letter,proper_noun,2,decide,,pending,,Folded Letter
Spire Funding,proper_noun,2,decide,,pending,,Godsreach Spire Funding
Completion of ,proper_noun,2,decide,,pending,,"Greetings, upon the Eve of the New Moon.

By the Grace of the Lunitarian Faith, the Indust"
Doors,proper_noun,2,decide,,pending,,"Greetings, upon the Eve of the New Moon.

By the Grace of the Lunitarian Faith, the Indust"
Devereaux,proper_noun,2,decide,,pending,,"Halvern Room, half past the Tenth Bell. Knock twice, then once. Five of them — Devereaux, "
Mahktens,proper_noun,2,decide,,pending,,"He was the god of war, and he wanted nothing else but to be in conflict with a blade in hi"
Today,proper_noun,2,decide,,pending,,"How could the knight who killed Valahk Nor, Gallant the Wise, The Honest, The Kind, Gallan"
Chapter's,proper_noun,2,decide,,pending,,I am unable to rest easy with this talk of Infernal Magick circulating among the others. W
Charles,proper_noun,2,decide,,pending,,"I hate staying home when you’re out.
It’s to punish you, me choosing not to go.
But why th"
Abraxas,proper_noun,2,decide,,pending,,I heard the children singing in the courtyard today. A new rhyme lilting from their innoce
Apothos,proper_noun,2,decide,,pending,,I must now take my leave of Gildenarch. When the Archspire finds Renault’s smoldering corp
Knock,proper_noun,2,decide,,pending,,"I thought they was just takin’ the ones got sick at the tavern.
Piling ‘em in the streets."
Two,proper_noun,2,decide,,pending,,"I thought they was just takin’ the ones got sick at the tavern.
Piling ‘em in the streets."
After the ,proper_noun,2,decide,,pending,,"I was but a boy yesterday, when I accepted the Red Gift. The crowd stirred as the Prophet "
Emperor Alonious,proper_noun,2,decide,,pending,,It has long been a point of contention regarding the origins of the Lunitarian faith. The 
Shattered Coil,proper_noun,2,decide,,pending,,"It is all about time, something which I have ample amounts of. Time for pain to fester, ti"
Tonight,proper_noun,2,decide,,pending,,It is done. The humans have been erradicated. We'll take the tunnels the Spire and meet ou
Caldwell,proper_noun,2,decide,,pending,,"Jemison Caldwell: 
Age 47. 

Heir to the Caldwell family fortune and estates. Owner of Sho"
Age,proper_noun,2,decide,,pending,,"Jemison Caldwell: 
Age 47. 

Heir to the Caldwell family fortune and estates. Owner of Sho"
Status,proper_noun,2,decide,,pending,,"Jemison Caldwell: 
Age 47. 

Heir to the Caldwell family fortune and estates. Owner of Sho"
Ever,proper_noun,2,decide,,pending,,"Lord Felwyl,
Sincerest apologies my Lord, as I know you are very busy. Very busy, indeed. "
The Church,proper_noun,2,decide,,pending,,Lunarin is the Dragon! The Demiurge lives once more through the Church. A Millenia of Lies
Cathedral Auxiliary,proper_noun,2,decide,,pending,,Monday. Fitting at Madame Auvern's at the Sixth Bell. Tea at Reverence Hall. The Devereaux
Wednesday,proper_noun,2,decide,,pending,,Monday. Fitting at Madame Auvern's at the Sixth Bell. Tea at Reverence Hall. The Devereaux
Pontoon Town,proper_noun,2,decide,,pending,,Monday. Fitting at Madame Auvern's at the Sixth Bell. Tea at Reverence Hall. The Devereaux
Pelham,proper_noun,2,decide,,pending,,"Mr. Calder —

I have your note. I had it twice, in fact, the second hand-delivered, which "
Lamentation,proper_noun,2,decide,,pending,,My Lamentation
Oh,proper_noun,2,decide,,pending,,"My Mereda,
Oh how many times have I tried to write this letter to you? How many times have"
Last Kingdoms,proper_noun,2,decide,,pending,,"My Mereda,
Oh how many times have I tried to write this letter to you? How many times have"
Wraith,proper_noun,2,decide,,pending,,"My Mereda,
Oh how many times have I tried to write this letter to you? How many times have"
Father,proper_noun,2,decide,,pending,,"Natalia, please turn back. Do not go inside the house! Mother and Father are not well; the"
Ensure,proper_noun,2,decide,,pending,,Our lord's Gala in Elk Grove Academy is tonight. We must prepare to cleanse the mortal fil
The Knights,proper_noun,2,decide,,pending,,"Preamble

In the name of Lunarin, our Holy Divine, and the joint authorities of The Holy L"
